occupation,TotalEmployed,Women,Men,White,BlackAfricanAmerican,Asian,HispanicLatino,color_code,source,us_labor_occupation_names,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,UsedOccupations
clerk,6456,0.758673946716233,0.24132605328376705,0.7784352540272615,0.12989219330855017,0.05543602850061958,0.19682140644361834,Good,21,"Judicial law clerks; Counter and rental clerks; Billing and posting clerks; Bookkeeping, accounting, and auditing clerks; Payroll and timekeeping clerks; Procurement clerks; Financial clerks, all other; Brokerage clerks; Correspondence clerks; Court, municipal, and license clerks; Credit authorizers, checkers, and clerks; File Clerks; Hotel, motel, and resort desk clerks; Loan interviewers and clerks; New accounts clerks; Order clerks; Receptionists and information clerks; Reservation and transportation ticket agents and travel clerks; Information and record clerks, all other; Postal service clerks; Production, planning, and expediting clerks; Shipping, receiving, and inventory clerks; Insurance claims and policy processing clerks; Mail clerks and mail machine operators, except postal service; Office clerks, general",54.0,file clerk,54.0,payroll clerk,54.0,inventory clerk,54,office clerk,94.0,"hotel, motel, and resort desk clerk",94.0,"shipping, receiving, and inventory clerk",94.0,postal service clerk,94.0,billing and posting clerk,94.0,license clerk,94.0,financial clerk,94.0,counter and rental clerk,94.0,mail clerk,94.0,policy processing clerk,94.0,brokerage clerk,94.0,order clerk,94.0,procurement clerk,94.0,travel clerk,94.0,information and record clerk,94.0,court clerk,94.0,information clerk,94.0,insurance claims clerk,94.0,judicial law clerk,94.0,municipal clerk,94.0,correspondence clerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Counter and rental clerks; Billing and posting clerks; Bookkeeping, accounting, and auditing clerks; Payroll and timekeeping clerks; Financial clerks, all other; Court, municipal, and license clerks; File Clerks; Hotel, motel, and resort desk clerks; Loan interviewers and clerks; Order clerks; Receptionists and information clerks; Reservation and transportation ticket agents and travel clerks; Information and record clerks, all other; Postal service clerks; Production, planning, and expediting clerks; Shipping, receiving, and inventory clerks; Insurance claims and policy processing clerks; Office clerks, general"
repair worker,672,0.047,0.953,0.7959999999999999,0.122,0.036000000000000004,0.24,Good,54,"Maintenance and repair workers, general",94.0,signal and track switch repairer,94.0,electrical and electronics repairer,94.0,telecommunications line repairer,94,electric motor repairer,94.0,home appliance repairer,94.0,shoe and leather repairer,94.0,electrical power-line repairer,94.0,computer repairer,94.0,power tool repairer,94.0,tire repairer,94.0,bicycle repairer,94.0,precision instrument and equipment repairer,94.0,office machine repairer,94.0,audiovisual equipment repairer,94.0,automotive body and related repairer,94.0,"radio, cellular, and tower equipment repairer",94.0,mechanical door repairer,94.0,elevator and escalator repairer,94.0,telecommunications equipment repairer,94.0,camera and photographic equipment repairer,94.0,musical instrument repairer,94.0,refractory materials repairer,94.0,control and valve repairer,94.0,medical equipment repairer,94.0,automated teller repairer,94.0,vending machine servicer,94.0,coin machine servicer,94.0,amusement machine servicer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maintenance and repair workers, general"
clergy,403,0.214,0.786,0.8029999999999999,0.095,0.07400000000000001,0.075,Good,54,Clergy,70.0,priest,94.0,religious worker,94.0,minister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clergy
teller,204,0.789,0.21099999999999997,0.753,0.154,0.043,0.162,Good,54,Tellers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellers
librarian,146,0.825,0.17500000000000004,0.812,0.07,0.055,0.111,Good,54,Librarians and media collections specialists,21.0,library assistant,94.0,library worker,94.0,media collections specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Librarians and media collections specialists
film editor,148,0.188,0.812,0.72,0.125,0.063,0.168,Overlap,94,"Television, video, and film camera operators and editors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Television, video, and film camera operators and editors"
teaching assistant,1426,0.795,0.20499999999999996,0.737,0.12300000000000001,0.09699999999999999,0.16899999999999998,Good,54,Teaching assistants,94.0,grader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teaching assistants
physician assistant,178,0.688,0.31200000000000006,0.8420000000000001,0.048,0.064,0.075,Good,94,Physician assistants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physician assistants
social worker,843,0.8388718861209965,0.1611281138790035,0.6982645314353499,0.23954804270462632,0.03193594306049822,0.1709976275207592,Good,54,"Child, family, and school social workers; Healthcare social workers; Mental health and substance abuse social workers; Social workers, all other",54.0,social assistant,94.0,healthcare social worker,94.0,mental health and substance abuse social worker,94,"child, family, and school social worker",94.0,community and social service specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child, family, and school social workers; Healthcare social workers; Social workers, all other"
janitor,2204,0.387,0.613,0.762,0.16699999999999998,0.026000000000000002,0.35100000000000003,Good,54,Janitors and building cleaners,71.0,custodian,94.0,building cleaning worker,54.0,cleaner,94,housekeeping cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janitors and building cleaners
mail carrier,302,0.34700000000000003,0.653,0.693,0.21899999999999997,0.057,0.133,Good,71,Postal service mail carriers,54.0,postal worker,54.0,courier,94.0,mail machine operator,94,postal service mail carrier,94.0,postal service mail sorter,94.0,postal service mail processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postal service mail carriers
detective,145,0.263,0.737,0.773,0.16699999999999998,0.023,0.09699999999999999,Good,54,Detectives and criminal investigators,94.0,searcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detectives and criminal investigators
mechanic,2644,0.02658320726172466,0.9734167927382753,0.8523540090771559,0.08129349470499243,0.027254538577912258,0.23703177004538578,Good,54,"Aircraft mechanics and service technicians; Automotive service technicians and mechanics; Bus and truck mechanics and diesel engine specialists; Heavy vehicle and mobile equipment service technicians and mechanics; Small engine mechanics; Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers; Heating, air conditioning, and refrigeration mechanics and installers; Industrial and refractory machinery mechanics",94.0,bus and truck mechanics and diesel engine specialist,54.0,plane mechanic,54.0,machinery mechanic,94,outdoor power equipment mechanic,94.0,farm equipment mechanic,94.0,automotive mechanic,94.0,industrial machinery mechanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aircraft mechanics and service technicians; Automotive service technicians and mechanics; Bus and truck mechanics and diesel engine specialists; Heavy vehicle and mobile equipment service technicians and mechanics; Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers; Heating, air conditioning, and refrigeration mechanics and installers; Industrial and refractory machinery mechanics"
manager,20906,0.419,0.581,0.809,0.092,0.07,0.121,Good,21,Management occupations,54.0,financial manager,54.0,facilities manager,54.0,community manager,54,sales manager,54.0,marketing manager,94.0,public relations manager,94.0,food service manager,94.0,development manager,94.0,"transportation, storage, and distribution manager",94.0,computer and information systems manager,94.0,natural sciences manager,94.0,gambling manager,94.0,fundraising manager,94.0,general and operations manager,94.0,agricultural manager,94.0,lodging manager,94.0,advertising and promotions manager,94.0,health services manager,94.0,architectural and engineering manager,94.0,real estate manager,94.0,entertainment and recreation manager,94.0,purchasing manager,94.0,social and community service manager,94.0,human resources manager,94.0,construction manager,94.0,business manager,94.0,personal service manager,94.0,training manager,94.0,administrative services manager,54.0,supervisor,94.0,mail superintendent,94.0,compensation and benefits manager,94.0,community association manager,94.0,aircraft cargo handling supervisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Management occupations
tour guide,55,0.48200000000000004,0.518,0.8540000000000001,0.036000000000000004,0.08,0.091,Good,94,Tour and travel guides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tour and travel guides
jeweler,58,0.46,0.54,0.778,0.049,0.10800000000000001,0.293,Good,21,Jewelers and precious stone and metal workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelers and precious stone and metal workers
network administrator,202,0.16699999999999998,0.833,0.732,0.086,0.147,0.11599999999999999,Good,54,Network and computer systems administrators,94.0,network and computer systems administrator,94.0,computer network support specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network and computer systems administrators
reporter,65,0.513,0.487,0.7490000000000001,0.132,0.08800000000000001,0.158,Overlap,92,"News analysts, reporters, and journalists",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"News analysts, reporters, and journalists"
taxi driver,456,0.153,0.847,0.525,0.249,0.195,0.239,Good,54,Taxi drivers,94.0,cab driver,94.0,cabbie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxi drivers
producer,167,0.436,0.5640000000000001,0.804,0.121,0.053,0.11,Good,54,Producers and directors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Producers and directors
host,327,0.865,0.135,0.8059999999999999,0.08199999999999999,0.051,0.259,Good,54,"Hosts and hostesses, restaurant, lounge, and coffee shop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hosts and hostesses, restaurant, lounge, and coffee shop"
security guard,925,0.249,0.751,0.53,0.361,0.044000000000000004,0.20199999999999999,Good,54,Security guards and gambling surveillance officers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security guards and gambling surveillance officers
carpenter,1275,0.031,0.969,0.89,0.052000000000000005,0.013000000000000001,0.442,Good,54,Carpenters,94.0,bench carpenter,94.0,cabinetmaker,94.0,upholsterer,94,furniture finisher,94.0,furnishings worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carpenters
interviewer,205,0.7959999999999999,0.20400000000000007,0.623,0.252,0.03,0.249,Good,54,"Interviewers, except eligibility and loan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Interviewers, except eligibility and loan"
businessperson,3139,0.33414112774769034,0.6658588722523097,0.8450117871933738,0.0658540936604014,0.06650589359668684,0.09200700860146543,Overlap,70,Chief executives; General and operations managers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chief executives; General and operations managers
business operations specialist,531,0.5770000000000001,0.42299999999999993,0.733,0.127,0.077,0.141,Good,94,"Business operations specialists, all other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Business operations specialists, all other"
